P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
11 Com b,3,6165.8633,-476.742,476.742,,,,2007,14-05-2014,326.03,-0.32,0.32,1.29,-0.05,0.05,0.231,-0.005,0.005,,,,94.8,-1.5,1.5,2452899.6,-1.6,1.6,13.8,,,,,,,,Radial Velocity,,,,,11 Com,185.17928,17.792868,4.74,93.37,-1.92,1.92,-0.35,-0.09,0.09,2.7,-0.3,0.3,19,-2,2,K0 III,,,,4742,-100,100,,,2.31,"HD 107383, HIP 60202",,,,,0.13067063,1.3244178,0.99201,1.58799,1.2987592,101.01141,64.855456,166.19194,799.44963,722.98875,914.73942,Jovian,19,K,12.345286,12 20 43.0286,+17 47 34.3248,163.5468,10.132812,24.763411,12.834754,23.477907,13.586847,23.477907,12.390643,23.477907,34.529063,0.47646024,0.64240028,0,0,Hot,0,0.083813263,Coma Berenices,Com,Berenice's Hair,12.082709,6165.8633,1.29
11 UMi b,3,4684.7848,-794.57001,794.57001,,,,2009,06-09-2018,516.21997,-3.2,3.2,1.53,-0.07,0.07,0.08,-0.03,0.03,,,,,,,,,,12.2,,,,,,,,Radial Velocity,,,,,11 UMi,229.27454,71.823898,5.016,125.72,-1.97,1.97,-0.02,,,2.78,-0.69,0.69,29.79,-2.84,2.84,K4 III,,,,4213,-46,46,,,1.93,"HD 136726, HIP 74793",,,,,0.16755064,1.534896,1.4076,1.6524,1.5312267,107.35118,91.741348,126.42617,819.07569,788.47184,854.2877,Jovian,29.79,K,15.28497,15 17 05.8915,+71 49 26.0328,250.49294,12.770059,31.984271,16.17528,30.323783,17.134143,30.323783,15.615215,30.323783,42.732816,0.19389083,0.64868332,0,0,Hot,0,0.082414476,Ursa Minor,UMi,Little Bear,12.229641,4684.7848,1.53
14 And b,3,1525.5744,,,,,,2008,14-05-2014,185.84,-0.23,0.23,0.83,,,0,,,,,,0,,,2452861.4,-1.5,1.5,11,,,,,,,,Radial Velocity,,,,,14 And,352.82257,39.236198,5.227,75.59,-0.71,0.71,-0.24,-0.03,0.03,2.2,-0.2,0.1,11,-1,1,G8 III,,,,4813,-20,20,,,2.63,"HD 221345, HIP 116076",,,,,0.073485255,0.83,0.83,0.83,0.83000002,84.446427,84.446427,84.446427,772.30746,772.30746,772.30746,Jovian,11,G,23.521506,23 31 17.4215,+39 14 10.3128,58.175144,6.0252302,14.680087,7.6318669,13.918028,8.078404,13.918028,7.3677796,13.918028,20.593611,0.50275224,0.60001028,0,0,Hot,0,0.081917127,Andromeda,And,Andromeda,12.848516,1525.5744,0.83
14 Her b,3,1481.0785,-47.6742,47.6742,,,,2002,06-09-2018,1773.4,-2.5,2.5,2.93,-0.08,0.08,0.37,0,0,,,,,,,,,,163,,,,,,,,Radial Velocity,,,,,14 Her,242.6013,43.817646,6.61,17.94,-0.01,0.01,0.41,,,0.9,-0.04,0.04,0.93,-0.01,0.01,K0 V,,,,5338,-25,25,,,4.45,"HD 145675, HIP 79248",,,,,0.217991,3.1305585,1.8459,4.0141,2.9825498,0.078886561,0.039047429,0.18465135,131.38424,113.25125,167.00637,Jovian,0.93,K,16.173421,16 10 24.3158,+43 49 03.5256,0.62917118,0.61059549,1.4579131,0.77340372,1.3822336,0.81817864,1.3822336,0.74661526,1.3822336,2.1416484,0.91975583,0.44541547,0,0,Cold,0,0.14524062,Hercules,Her,Hercules,12.865261,1481.0785,2.93
16 Cyg B b,3,565.73385,-25.42624,25.42624,,,,1996,06-09-2018,798.5,-1,1,1.66,-0.03,0.03,0.68,-0.02,0.02,,,,,,,,,,78.5,,,,,,,,Radial Velocity,,,,,16 Cyg B,295.46655,50.517525,6.25,21.15,-0.01,0.01,0.06,,,1.08,-0.04,0.04,1.13,-0.01,0.01,G2.5 V,,,,5750,-8,8,,,4.36,"HD 186427, HIP 96901",,,,,0.042832433,2.043792,0.5312,2.7888,1.7748696,0.61897215,0.16079857,4.4320105,202.22783,161.33012,369.65374,Jovian,1.13,G,19.697771,19 41 51.9764,+50 31 03.0900,1.2505956,0.8406574,1.9820503,1.0647976,1.8791638,1.1259913,1.8791638,1.0278615,1.8791638,3.019411,1.9836585,0.47332457,1,1,Warm,0,0.36862709,Cygnus,Cyg,Swan,13.421749,565.73385,1.66
18 Del b,3,3273.6284,,,,,,2008,14-05-2014,993.3,-3.2,3.2,2.6,,,0.08,-0.01,0.01,,,,166.1,-6.5,6.5,2451672,-18,18,34,,,,,,,,Radial Velocity,,,,,18 Del,314.60806,10.839286,5.506,76.38,-0.62,0.62,-0.052,-0.023,0.023,2.3,,,8.5,,,G6 III,,,,4979,-18,18,,,2.82,"HD 199665, HIP 103527",,,,,0.26914123,2.60832,2.392,2.808,2.6020847,5.9039479,5.0454603,6.9530068,396.65045,381.83005,413.70243,Jovian,8.5,G,20.973872,20 58 25.9391,+10 50 21.4296,39.782769,4.9452691,11.966497,6.2639156,11.345312,6.6291433,11.345312,6.0471267,11.345312,17.029868,0.67864811,0.60896698,0,0,Hot,0,0.21617437,Delphinus,Del,Dolphin,12.424038,3273.6284,2.6
24 Boo b,3,289.22348,-31.7828,41.31764,,,,2018,26-04-2018,30.3506,-0.0077,0.0078,0.19,-0.009,0.012,0.042,-0.029,0.048,,,,210,-130,100,2450008.6,-7.9,10.1,1.97,,,,,,,,Radial Velocity,,,,,24 Boo,217.15755,49.844852,5.58,96.25,-0.64,0.64,-0.77,-0.03,0.03,0.99,-0.13,0.19,10.64,-0.59,0.84,G3 IV,6.92,-2.75,4.83,4893,-15,15,,,2.42,"HD 127243, HIP 70791",,,,,0.012081025,0.19016758,0.18202,0.19798,0.19004195,1611.9403,1483.3039,1754.828,1613.7579,1581.0749,1648.935,Jovian,10.64,G,14.477171,14 28 37.8140,+49 50 41.4672,58.139697,6.0021326,14.574833,7.6026009,13.818243,8.0466759,13.818243,7.3395091,13.818243,20.587336,0.4420258,0.49217655,0,0,Hot,0,0.065684936,Bootes,Boo,Herdsman,13.823874,289.22348,0.19
24 Sex b,3,632.47773,-120.77464,82.635281,,,,2010,14-05-2014,452.8,-4.5,2.1,1.333,-0.009,0.004,0.09,-0.06,0.14,,,,9.2,-165.4,277.9,2454762,-172.3,67.3,18.5,,,,,,,,Radial Velocity,,,,,24 Sex,155.86821,-0.902244,6.441,72.21,-0.68,0.68,-0.03,-0.04,0.04,1.54,-0.08,0.08,4.9,-0.08,0.08,K0 IV,2.7,-0.4,0.4,5098,-44,44,,,3.5,"HD 90043, HIP 50887",,,,,0.090191357,1.3383987,1.21303,1.45297,1.3343533,8.2108078,6.8828267,9.8749987,430.60546,412.65453,451.62624,Jovian,4.9,K,10.391215,10 23 28.3724,+00 54 08.0784,14.530486,2.9714593,7.1568809,3.7637846,6.7853671,3.9827067,6.7853671,3.6334963,6.7853671,10.292096,0.72838944,0.48748251,0,0,Hot,0,0.17730446,Sextans,Sex,Sextant,13.35605,632.47773,1.333
24 Sex c,3,273.33208,-69.922161,111.2398,,,,2010,14-05-2014,883,-13.8,32.4,2.08,-0.02,0.05,0.29,-0.09,0.16,,,,220.5,-320.9,182.2,2454930,-96.5,209.9,28.8,,,,,,,,Radial Velocity,,,,,24 Sex,155.86821,-0.902244,6.441,72.21,-0.68,0.68,-0.03,-0.04,0.04,1.54,-0.08,0.08,4.9,-0.08,0.08,K0 IV,2.7,-0.4,0.4,5098,-44,44,,,3.5,"HD 90043, HIP 50887",,,,,0.083016328,2.167464,1.4768,2.6832,2.1024946,3.5093722,2.0182457,6.662493,343.04216,303.66058,409.31164,Jovian,4.9,K,10.391215,10 23 28.3724,+00 54 08.0784,14.530486,2.9714593,7.1568809,3.7637846,6.7853671,3.9827067,6.7853671,3.6334963,6.7853671,10.292096,0.72838944,0.48748251,0,0,Hot,0,0.2724776,Sextans,Sex,Sextant,13.858291,273.33208,2.08
30 Ari B b,3,4392.383,-572.09041,572.09041,,,,2009,06-09-2018,335.10001,-2.5,2.5,0.99,-0.02,0.02,0.29,-0.09,0.09,,,,,,,,,,22.1,,,,,,,,Radial Velocity,,,,,30 Ari B,39.240585,24.648064,6.962,44.71,-0.1,0.1,0.19,,,1.93,-0.27,0.27,1.41,-0.05,0.05,F6 V,,,,6331,-61,61,,,4.43,"HD 16232, HIP 12184",,,,,0.092482534,1.0316295,0.7029,1.2771,1.0007066,3.050856,1.7545523,5.7920065,331.24213,293.21521,395.23206,Jovian,1.41,F,2.6160391,02 36 57.7409,+24 38 53.0304,2.8616474,1.22761,2.8573528,1.5548965,2.709031,1.6434699,2.709031,1.5008232,2.709031,4.5674293,6.531395,0.57438563,0,0,Hot,0,0.30089651,Aries,Ari,Ram,12.26437,4392.383,0.99
4 UMa b,3,2256.5788,-508.5248,508.5248,,,,2006,14-05-2014,269.3,-1.96,1.96,0.87,-0.04,0.04,0.432,-0.024,0.024,,,,23.81,-4.42,4.42,2452987.4,-4.31,4.31,11.8,,,,,,,,Radial Velocity,,,,,4 UMa,130.05341,64.327934,4.61,73.58,-1.18,1.18,-0.25,-0.04,0.04,1.23,-0.15,0.15,18.11,-1.47,1.47,K1 III,4.604,-2,2,4415,-70,70,,,1.8,"HD 73108, HIP 42527",,,,,0.060511038,0.95118144,0.49416,1.24584,0.8916605,163.55514,71.932282,457.20735,877.01545,741.9521,1178.0757,Jovian,18.11,K,8.6702275,08 40 12.8191,+64 19 40.5624,111.64734,8.4740879,21.019604,10.733757,19.928398,11.367229,19.928398,10.362264,19.928398,28.529093,0.20903862,0.49436657,0,0,Hot,0,0.076992961,Ursa Major,UMa,Big Bear,12.629095,2256.5788,0.87
42 Dra b,3,1233.1727,-270.1538,270.1538,,,,2008,14-05-2014,479.1,-6.2,6.2,1.19,-0.01,0.01,0.38,-0.06,0.06,,,,218.7,-10.6,10.6,2452757.4,-3.7,3.7,13.1,,,,,,,,Radial Velocity,,,,,42 Dra,276.4964,65.563484,4.82,90.86,-1.32,1.32,-0.46,-0.05,0.05,0.98,-0.05,0.05,22.03,-1,1,K1.5 III,9.49,-1.76,1.76,4200,-70,70,,,1.71,"HD 170693, HIP 90344",,,,,0.079675195,1.275918,0.7378,1.6422,1.2125726,103.29647,50.172149,248.56358,789.07763,678.04823,1011.5894,Jovian,22.03,K,18.433094,18 25 59.1392,+65 33 48.5424,135.3053,9.3887017,23.530144,11.892261,22.308555,12.59743,22.308555,11.48048,22.308555,31.406618,0.13394243,0.51702463,0,0,Hot,0,0.07908401,Draco,Dra,Dragon,12.969374,1233.1727,1.19
47 UMa b,3,804.10485,-19.06968,22.24796,,,,1996,14-05-2014,1078,-2,2,2.1,-0.02,0.02,0.032,-0.014,0.014,,,,334,-23,23,2451917,-76,63,152,,,,,,,,Radial Velocity,,,,,47 UMa,164.86656,40.430256,5.05,13.8,-0.03,0.03,0,-0.07,0.07,1.03,-0.05,0.05,1.23,,,G0 V,7.3,-1.9,1.9,5892,-70,70,,,4.27,"HD 95128, HIP 53721",,,,,0.18722838,2.1010752,2.0328,2.1672,2.1002691,0.37062414,0.34781783,0.39533068,198.7444,195.65136,202.01566,Jovian,1.23,G,10.991105,10 59 27.9769,+40 25 48.9216,1.6336154,0.95260292,2.2377652,1.2065859,2.121605,1.2757677,2.121605,1.1647064,2.121605,3.4509501,2.4920312,0.50318118,1,1,Warm,0,0.31106267,Ursa Major,UMa,Big Bear,13.215704,804.10485,2.1
47 UMa c,3,171.62712,-23.201444,20.976648,,,,2001,14-05-2014,2391,-87,100,3.6,-0.1,0.1,0.098,-0.096,0.047,,,,295,-160,114,2452441,-825,628,261,,,,,,,,Radial Velocity,,,,,47 UMa,164.86656,40.430256,5.05,13.8,-0.03,0.03,0,-0.07,0.07,1.03,-0.05,0.05,1.23,,,G0 V,7.3,-1.9,1.9,5892,-70,70,,,4.27,"HD 95128, HIP 53721",,,,,0.17873536,3.6172872,3.2472,3.9528,3.6043355,0.12666026,0.10455388,0.15492865,151.71194,144.8705,159.83719,Jovian,1.23,G,10.991105,10 59 27.9769,+40 25 48.9216,1.6336154,0.95260292,2.2377652,1.2065859,2.121605,1.2757677,2.121605,1.1647064,2.121605,3.4509501,2.4920312,0.50318118,0,0,Cold,0,0.17714066,Ursa Major,UMa,Big Bear,14.144978,171.62712,3.6
47 UMa d,3,521.23792,-152.55744,92.170121,,,,2009,14-05-2014,14002,-5095,4018,11.6,-2.9,2.1,0.16,-0.16,0.09,,,,110,-160,132,2451736,-5051,6783,840,,,,,,,,Radial Velocity,,,,,47 UMa,164.86656,40.430256,5.05,13.8,-0.03,0.03,0,-0.07,0.07,1.03,-0.05,0.05,1.23,,,G0 V,7.3,-1.9,1.9,5892,-70,70,,,4.27,"HD 95128, HIP 53721",,,,,0.77670377,11.74848,9.744,13.456,11.637436,0.01229887,0.009022313,0.017205816,84.431345,78.518931,92.270681,Jovian,1.23,G,10.991105,10 59 27.9769,+40 25 48.9216,1.6336154,0.95260292,2.2377652,1.2065859,2.121605,1.2757677,2.121605,1.1647064,2.121605,3.4509501,2.4920312,0.50318118,0,0,Cold,0,0.079493064,Ursa Major,UMa,Big Bear,13.470213,521.23792,11.6
51 Peg b,3,150.01482,-12.395292,12.395292,,,,1995,14-05-2014,4.230785,-3.60E-05,3.60E-05,0.0527,-0.003,0.003,0.013,-0.012,0.012,,,,58,,,2450001.5,-0.61,0.61,3.41,,,,,,,,Radial Velocity,,,,,51 Peg,344.36658,20.768833,5.5,15.47,-0.03,0.03,0.2,-0.07,0.07,1.12,-0.06,0.06,1.2,,,G2.5 IV,4,-2.5,2.5,5793,-70,70,,,4.33,"HD 217014, HIP 113357",,,,,0.002662063,0.052704453,0.0520149,0.0533851,0.05270112,523.21565,509.8297,537.04381,1218.432,1210.6015,1226.4429,Jovian,1.2,G,22.957773,22 57 27.9828,+20 46 07.7988,1.4529988,0.903798,2.1284757,1.1447717,2.0179884,1.2105146,2.0179884,1.1050544,2.0179884,3.2545908,2.1617961,0.46806645,0,0,Hot,0,0.065394653,Pegasus,Peg,Winged Horse,14.228992,150.01482,0.0527
55 Cnc b,3,263.98794,-1.0488324,1.0488324,,,,1996,29-10-2014,14.65152,-0.00015,0.00015,0.115227,-1.00E-06,1.00E-06,0.0034,-0.0032,0.0032,90,,,98,-53,53,,,,9.15,,,,,,,,Radial Velocity,,,,,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196,-24,24,,,4.45,"HD 75732, HIP 43587",,,,,0.007603985,0.11522767,0.11483523,0.11561877,0.11522717,43.462522,43.168228,43.759328,654.14301,653.03426,655.25836,Jovian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,Hot,0,0.088599759,Cancer,Cnc,Crab,13.879517,263.98794,0.115227
55 Cnc c,3,54.47572,-1.748054,1.748054,,,,2004,29-10-2014,44.4175,-0.0073,0.0073,0.241376,-2.60E-05,2.60E-05,0.02,-0.031,0.031,90,,,51,-84,84,,,,19.2,,,,,,,,Radial Velocity,,,,,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196,-24,24,,,4.45,"HD 75732, HIP 43587",,,,,0.009256054,0.24142428,0.23654848,0.24620352,0.24138808,9.9064859,9.5199005,10.312895,451.95192,447.51028,456.5518,Jovian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,Hot,0,0.19669217,Cancer,Cnc,Crab,8.5133162,54.47572,0.241376
55 Cnc d,3,1232.537,-21.612304,21.612304,,,,2002,29-10-2014,4825,-39,39,5.503,-0.03,0.03,0.019,-0.013,0.013,90,,,44,-31,31,,,,437,,,,,,,,Radial Velocity,,,,,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196,-24,24,,,4.45,"HD 75732, HIP 43587",,,,,0.59745691,5.5039933,5.398443,5.607557,5.5032484,0.019059008,0.018351583,0.019800852,94.654352,93.769865,95.568744,Jovian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,Cold,0,0.08875056,Cancer,Cnc,Crab,12.969667,1232.537,5.503
55 Cnc e,3,8.0791878,-0.31147144,0.31147144,1.9057,-0.07847,0.07847,2004,31-01-2019,0.736539,-7.00E-06,7.00E-06,0.01544,-9.00E-05,9.00E-05,,,,83.3,-0.8,0.9,,,,,,,1.23,0.41,-0.05,0.05,,,,,Radial Velocity,,,,,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196,-24,24,,,4.45,"HD 75732, HIP 43587",2.0590011,4.2394857,2.2246343,1.1673581,0.000319797,0.01544,0.01544,0.01544,0.01544,2420.6184,2420.6184,2420.6184,1787.008,1787.008,1787.008,Superterran,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0,0,Hot,0,0.2598972,Cancer,Cnc,Crab,1.9057,8.0791878,0.01544
55 Cnc f,3,44.813748,-3.813936,3.813936,,,,2007,29-10-2014,262,-0.51,0.51,0.788,-0.001,0.001,0.305,-0.075,0.075,90,,,166,-15,15,,,,62.6,,,,,,,,Radial Velocity,,,,,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196,-24,24,,,4.45,"HD 75732, HIP 43587",,,,,0.020079498,0.82465185,0.54766,1.02834,0.79745557,0.97582251,0.54569185,1.9239726,248.65483,218.96857,300.05069,Neptunian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,1,1,Warm,0,0.45748768,Cancer,Cnc,Crab,7.5885086,44.813748,0.788
6 Lyn b,3,638.83429,-24.472756,24.472756,,,,2008,06-12-2018,934.3,-8.6,8.6,2.11,-0.11,0.11,0.073,-0.036,0.036,,,,130,-38,38,2455384,-94,94,38.5,,,,,,,,Radial Velocity,,,,,6 Lyn,97.696281,58.162632,5.86,54.74,-0.27,0.27,,,,1.44,,,5.2,,,K0 III-IV,,,,4938,,,,,3.19,"HD 45410, HIP 31039",,,,,0.14921849,2.1156221,1.95597,2.26403,2.1114081,3.244106,2.8101877,3.7650894,341.57316,329.85931,354.88589,Jovian,5.2,K,6.5130857,06 30 47.1087,+58 09 45.4752,14.404549,2.9814334,7.2263884,3.7764296,6.8512627,3.9968073,6.8512627,3.6457377,6.8512627,10.247398,0.54108483,0.5209611,0,0,Hot,0,0.28576359,Lynx,Lyn,Lynx,13.350175,638.83429,2.11
61 Vir b,3,5.085248,-0.63565601,0.63565601,,,,2009,14-05-2014,4.215,-0.0006,0.0006,0.050201,-5.00E-06,5.00E-06,0.12,-0.11,0.11,,,,105,-54,54,,,,5.9,,,,,,,,Radial Velocity,,,,,61 Vir,199.60132,-18.311195,4.74,8.51,-0.02,0.02,-0.01,,,0.94,-0.03,0.03,0.96,-0.01,0.01,G5 V,8.96,-3.08,2.76,5577,-33,33,,,4.34,"HD 115617, HIP 64924",,,,,0.000775726,0.050562447,0.04417688,0.05622512,0.050291794,319.27036,252.68119,409.30176,1074.0012,1015.7531,1145.924,Superterran,0.96,G,13.306755,13 18 24.3188,-18 18 40.3020,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0,0,Hot,0,0.25355145,Virgo,Vir,Virgin,2.1061683,5.085248,0.050201
61 Vir c,3,18.116196,-0.95348401,0.95348401,,,,2009,14-05-2014,38.021,-0.034,0.034,0.2175,-0.0001,0.0001,0.14,-0.06,0.06,,,,341,-38,38,,,,25.6,,,,,,,,Radial Velocity,,,,,61 Vir,199.60132,-18.311195,4.74,8.51,-0.02,0.02,-0.01,,,0.94,-0.03,0.03,0.96,-0.01,0.01,G5 V,8.96,-3.08,2.76,5577,-33,33,,,4.34,"HD 115617, HIP 64924",,,,,0.005016367,0.2196315,0.18705,0.24795,0.21803635,17.0535,12.992881,22.830649,515.80897,483.69464,556.89648,Neptunian,0.96,G,13.306755,13 18 24.3188,-18 18 40.3020,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0,0,Hot,0,0.22814035,Virgo,Vir,Virgin,4.4511957,18.116196,0.2175
61 Vir d,3,22.883616,-2.542624,2.542624,,,,2009,14-05-2014,123.01,-0.55,0.55,0.476,-0.001,0.001,0.35,-0.09,0.09,,,,314,-20,20,,,,56,,,,,,,,Radial Velocity,,,,,61 Vir,199.60132,-18.311195,4.74,8.51,-0.02,0.02,-0.01,,,0.94,-0.03,0.03,0.96,-0.01,0.01,G5 V,8.96,-3.08,2.76,5577,-33,33,,,4.34,"HD 115617, HIP 64924",,,,,0.008969559,0.505155,0.3094,0.6426,0.4835999,3.7635373,1.9344266,8.3443608,346.34605,300.45745,433.00527,Neptunian,0.96,G,13.306755,13 18 24.3188,-18 18 40.3020,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0,0,Hot,0,0.37195088,Virgo,Vir,Virgin,5.1078157,22.883616,0.476
7 CMa b,3,781.85689,-44.49592,44.49592,,,,2011,22-10-2015,796,-7.4,7.4,1.93,-0.01,0.01,0.22,-0.07,0.07,,,,77,-14,14,2454093,-34,34,97.4,,,,,,,,Radial Velocity,,,,,7 CMa,99.17099,-19.255878,3.92,19.82,-0.16,0.16,0.21,-0.1,0.1,1.52,-0.3,0.3,2.3,-0.1,0.1,K1 III,,,,4792,-100,100,,,3.25,"HD 47205, HIP 31592",,,,,0.12065121,1.976706,1.5054,2.3546,1.9418663,0.68781196,0.45079312,1.1028279,229.87309,208.75613,261.07894,Jovian,2.3,K,6.6113997,06 36 41.0388,-19 15 21.1608,2.4992607,1.2499776,3.048219,1.5832865,2.8899824,1.6759652,2.8899824,1.5285003,2.8899824,4.2684436,0.42870561,0.53043519,1,1,Warm,0,0.37834721,Canis Major,CMa,Big Dog,13.232029,781.85689,1.93
70 Vir b,3,2357.0125,-18.116196,18.116196,,,,1996,06-12-2018,116.688,-0.0054,0.0054,0.481,-0.022,0.022,0.3988,-0.0019,0.0019,,,,359.83,-0.29,0.29,2455291.7,-0.086,0.086,26.9,,,,,,,,Radial Velocity,,,,,70 Vir,202.10754,13.778788,4.97,17.91,-0.06,0.06,,,,1.09,,,1.89,,,G4 V,,,,5495,,,,,3.95,"HD 117176, HIP 65721",,,,,0.037404833,0.51924947,0.2891772,0.6728228,0.49110247,13.753258,6.4458715,34.894337,475.14878,405.94325,619.20385,Jovian,1.89,G,13.473837,13 28 25.8131,+13 46 43.6368,2.9179849,1.3034579,3.0962409,1.6510035,2.9355172,1.7463081,2.9355172,1.5937885,2.9355172,4.6121699,1.2839292,0.47478096,0,0,Hot,0,0.14126541,Virgo,Vir,Virgin,12.604921,2357.0125,0.481
75 Cet b,3,953.48401,,,,,,2012,03-09-2015,691.9,-3.6,3.6,2.1,,,0.117,-0.048,0.048,,,,165,-28,28,2452213,-54,54,25.3,,,,,,,,Radial Velocity,,,,,75 Cet,38.039253,-1.034896,5.35,83.15,-0.72,0.72,0,-0.04,0.04,2.49,-0.27,0.02,10.5,-1,1,G3 III,,,,4846,-18,18,,,2.63,"HD 15779, HIP 11791",,,,,0.13469037,2.1143734,1.8543,2.3457,2.1036099,12.438138,9.9004731,15.843126,477.2133,451.91723,508.28247,Jovian,10.5,G,2.5359503,02 32 09.4212,-01 02 05.6256,54.475457,5.8221083,14.16542,7.3745787,13.43008,7.8057607,13.43008,7.1193885,13.43008,19.928023,0.55449989,0.62529398,0,0,Hot,0,0.14524422,Cetus,Cet,Whale,13.116992,953.48401,2.1
