P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
8 UMi b,3,416.35468,-50.85248,50.85248,,,,2015,06-09-2018,93.4,-4.5,4.5,0.49,-0.02,0.02,0.06,-0.09,0.09,,,,,,,,,,3,,,,,,,,Radial Velocity,,,,,8 UMi,224.20148,74.900925,6.83,163.32,-0.65,0.65,-0.03,,,1.44,-0.19,0.19,10.3,-0.57,0.57,K0,,,,4847,-7,7,,,2.57,"HD 133086, HIP 73136",,,,,0.030465581,0.490882,0.4606,0.5194,0.49022082,218.9002,194.4694,247.29043,979.29341,951.38813,1010.2916,Jovian,10.3,K,14.946766,14 56 48.3573,+74 54 03.3300,52.463248,5.7133167,13.900142,7.2367776,13.178573,7.6598936,13.178573,6.9863557,13.178573,19.55651,0.46277365,0.5209611,0,0,Hot,0,0.070820113,Ursa Minor,UMi,Little Bear,13.604033,416.35468,0.49
81 Cet b,3,1684.4884,,,,,,2008,14-05-2014,952.7,-8.8,8.8,2.5,,,0.206,-0.029,0.029,,,,175,-6.9,6.9,2452486,-26,26,24.6,,,,,,,,Radial Velocity,,,,,81 Cet,39.424168,-3.396175,5.65,101.53,-1.22,1.22,-0.06,-0.03,0.03,2.4,-0.4,0.1,11,-1,2,G5 III,,,,4785,-25,25,,,2.35,"HD 16400, HIP 12247",,,,,0.17645392,2.553045,1.985,3.015,2.5134499,9.2926133,6.2521178,14.423836,441.22513,402.85773,496.49525,Jovian,11,G,2.628278,02 37 41.8008,-03 23 46.2300,56.833158,5.9624778,14.544572,7.5523845,13.789546,7.9945342,13.789546,7.2910514,13.789546,20.354698,0.49324069,0.61766768,0,0,Hot,0,0.16929368,Cetus,Cet,Whale,12.792619,1684.4884,2.5
91 Aqr b,3,1017.0496,,,,,,2013,14-05-2014,181.4,-0.1,0.1,0.7,,,0.027,-0.026,0.026,,,,177.3,-0.8,0.8,2453472.1,-24.5,24.5,15.9,,,,,,,,Radial Velocity,,,,,91 Aqr,348.9729,-9.087737,4.25,44.08,-0.51,0.51,-0.03,-0.1,0.1,1.4,-0.1,0.1,11,-0.1,0.1,K0 III,3.56,-0.63,0.63,4665,-18,18,,,2.52,"HD 219449, HIP 114855",,,,,0.061244551,0.70025515,0.6811,0.7189,0.7000639,104.81969,99.344457,110.67737,815.07247,804.32362,826.34161,Jovian,11,K,23.264861,23 15 53.5004,-09 05 15.8532,51.342925,5.6950725,13.965288,7.2136859,13.240324,7.6370963,13.240324,6.9640769,13.240324,19.346574,0.33534899,0.49451088,0,0,Hot,0,0.078414548,Aquarius,Aqr,Water Carrier,13.079797,1017.0496,0.7
BD+03 2562 b,3,2034.0992,-413.1764,413.1764,,,,2017,15-06-2017,481.9,-2.8,2.7,1.3,-0.1,0.1,0.2,-0.08,0.12,,,,218,-26,32,2453726,-32,41,0.497,,,,,,,,Radial Velocity,,,,,BD+03 2562,177.5648,2.760142,9.58,2618,-564,564,-0.71,-0.09,0.09,1.14,-0.25,0.25,32.35,-8.82,8.82,,5.2,-2.75,4.75,4095,-20,20,,,1.89,",",,,,,0.12617529,1.326,1.04,1.56,1.3065871,159.23206,108.3437,243.77331,898.12947,821.9508,1006.68,Jovian,32.35,K,11.837654,11 50 15.5552,+02 45 36.5112,263.66522,13.141381,33.105528,16.645609,31.386782,17.634904,31.386782,16.069054,31.386782,43.841983,0.11761662,0.49188134,0,0,Hot,0,0.076881824,Virgo,Vir,Virgin,12.686905,2034.0992,1.3
BD+14 4559 b,3,330.54112,-149.37916,149.37916,,,,2009,06-09-2018,268.94,-0.99,0.99,0.78,-0.05,0.05,0.29,-0.03,0.03,,,,,,,,,,15.8,,,,,,,,Radial Velocity,,,,,BD+14 4559,318.39996,14.689387,9.63,49.42,-0.08,0.08,0.17,,,0.49,-0.33,0.33,0.86,-0.04,0.04,K2 V,,,,4864,-101,101,,,4.26,", HIP 104780",,,,,0.048582661,0.812799,0.5538,1.0062,0.78843547,0.63701048,0.36634578,1.2093553,223.9117,198.20642,267.16735,Jovian,0.86,K,21.226665,21 13 35.9951,+14 41 21.7932,0.37090255,0.48002494,1.167039,0.60802385,1.106457,0.64356072,1.106457,0.58698346,1.106457,1.6443478,0.33265737,0.36370546,1,1,Warm,0,0.3690268,Pegasus,Peg,Winged Horse,13.742892,330.54112,0.78
BD+15 2375 b,3,337.21551,-85.813561,85.813561,,,,2016,04-02-2016,153.22,-0.44,0.44,0.576,-0.027,0.027,0.001,-0.001,0.25,,,,55,-17,240,2457680.5,-630,700,0.744,,,,,,,,Radial Velocity,,,,,BD+15 2375,176.48217,14.616381,10.31,774,-165,165,-0.22,-0.08,0.08,1.08,-0.14,0.14,8.95,-1.45,1.45,G5,7.41,-2.52,3.81,4649,-30,30,,,2.61,",",,,,,0.039048208,0.57600029,0.575424,0.576576,0.57600015,101.0481,100.84626,101.25045,807.74977,807.34629,808.15404,Jovian,8.95,G,11.765479,11 45 55.7240,+14 36 58.9716,33.525318,4.6048705,11.299979,5.8327782,10.713375,6.1752542,10.713375,5.6309508,10.713375,15.633284,0.29922028,0.5124708,0,0,Hot,0,0.075857,Leo,Leo,Lion,13.730809,337.21551,0.576
BD+15 2940 b,3,352.78908,,,,,,2013,14-05-2014,137.48,-0.34,0.34,0.539,,,0.26,-0.1,0.1,,,,302,-33,33,2453464,-16,16,1.25,,,,,,,,Radial Velocity,,,,,BD+15 2940,240.09557,15.54693,9.046,431.61,-6.55,6.55,0.28,-0.07,0.07,1.1,-0.2,0.2,14.7,-2.8,2.8,K0,7.1,-4.2,4.2,4796,-117,117,,,2.8,", HIP 78407",,,,,0.027309464,0.5572182,0.39886,0.67914,0.54365898,365.14163,222.08611,643.87127,1099.2378,983.50202,1283.3487,Jovian,14.7,K,16.006372,16 00 22.9388,+15 32 48.9480,102.43303,8.0009629,19.507962,10.134434,18.495281,10.72761,18.495281,9.7837533,18.495281,27.326485,0.38754905,0.5119554,0,0,Hot,0,0.068451851,Serpens,Ser,Serpent,13.703559,352.78908,0.539
BD+20 2457 b,3,17668.059,-24965.39,24965.39,,,,2009,06-09-2018,379.63,-2,2,1.05,-0.07,0.07,0.15,-0.03,0.03,,,,,,,,,,0.628,,,,,,,,Radial Velocity,,,,,BD+20 2457,154.18691,19.891409,9.75,1670.85,-222.63,222.63,-0.79,,,10.83,-22.96,22.96,71.02,-73.63,73.63,K2 II,,,,4259,-64,64,,,1.77,",",,,,,0.10509456,1.0618125,0.8925,1.2075,1.0529753,1364.0917,1019.7795,1866.6552,1541.7216,1439.6982,1674.5994,Jovian,71.02,K,10.279128,10 16 44.8603,+19 53 29.0724,1486.8958,31.072681,77.651759,39.358419,73.620449,41.689213,73.620449,37.995806,73.620449,104.11278,0.33017176,1.0206902,0,0,Hot,0,0.077113291,Leo,Leo,Lion,11.535801,17668.059,1.05
BD+20 2457 c,3,3963.3152,,,,,,2009,14-05-2014,621.99,-10.2,10.2,2.01,,,0.18,-0.06,0.06,,,,126.02,-16.54,16.54,2453867,-27.99,27.99,1.2,,,,,,,,Radial Velocity,,,,,BD+20 2457,154.18691,19.891409,9.75,1670.85,-222.63,222.63,-0.79,,,10.83,-22.96,22.96,71.02,-73.63,73.63,K2 II,,,,4259,-64,64,,,1.77,",",,,,,0.11792481,2.042562,1.6482,2.3718,2.0182285,374.14548,264.31658,547.34446,1113.6017,1027.2497,1232.282,Jovian,71.02,K,10.279128,10 16 44.8603,+19 53 29.0724,1486.8958,31.072681,77.651759,39.358419,73.620449,41.689213,73.620449,37.995806,73.620449,104.11278,0.33017176,1.0206902,0,0,Hot,0,0.074902725,Leo,Leo,Lion,12.319965,3963.3152,2.01
BD+20 274 b,3,1334.8776,,,,,,2012,18-09-2015,578.2,-5.4,5.4,1.3,,,0.21,-0.06,0.06,,,,108.5,-38.1,38.1,2453921,-33.2,33.2,0.939,,,,,,,,Radial Velocity,,,,,BD+20 274,25.920324,21.005314,9.36,1383.85,-86.64,86.64,-0.46,-0.07,0.07,0.8,-0.2,0.2,17.3,-0.9,0.9,K5 III,,,,4296,-10,10,,,1.99,",",,,,,0.12184456,1.328665,1.027,1.573,1.3072723,55.277069,36.913098,86.595845,688.84477,627.97164,777.17563,Jovian,17.3,K,1.7280217,01 43 40.8781,+21 00 19.1304,91.335149,7.6929351,19.190589,9.7443076,18.194312,10.320893,18.194312,9.4069827,18.194312,25.803745,0.14762734,0.42826685,0,0,Hot,0,0.087983596,Pisces,Psc,Fishes,12.924229,1334.8776,1.3
BD+48 738 b,3,289.22348,,,,,,2011,13-08-2015,392.6,-5.5,5.5,1,,,0.2,-0.1,0.1,,,,358.9,-31.1,31.1,2454457.7,-28.5,28.5,1.12,,,,,,,,Radial Velocity,,,,,BD+48 738,40.710224,49.58696,9.14,892.17,-44.78,44.78,-0.2,-0.07,0.07,0.74,-0.39,0.39,11,-1,1,K0 III,,,,4414,-15,15,,,2.24,",",,,,,0.058507176,1.02,0.8,1.2,1.005067,42.001782,28.578593,64.301834,643.64774,589.05401,721.44088,Jovian,11,K,2.7140151,02 42 50.4543,+49 35 13.0560,41.153174,5.1449909,12.762527,6.5169353,12.099976,6.9015525,12.099976,6.2913854,12.099976,17.3207,0.17616621,0.41728076,0,0,Hot,0,0.089639787,Perseus,Per,Perseus,13.823874,289.22348,1
BD+48 740 b,3,540.3076,-222.4796,222.4796,,,,2018,01-02-2018,733,-8,5,1.7,-0.1,0.1,0.76,-0.09,0.05,,,,100,-15,12,2454774.5,-15,21,2.5,,,,,,,,Radial Velocity,,,,,BD+48 740,40.742569,48.930061,8.699,678.94,-22.15,22.15,-0.13,-0.06,0.06,1.09,-0.16,0.16,10.33,-1.81,1.81,K3 III,,,,4534,-8,8,,,2.48,", HIP 12684",,,,,0.03229859,2.19096,0.408,2.992,1.855702,21.51075,4.5132789,242.71411,471.51405,371.33677,1005.5847,Jovian,10.33,K,2.7161714,02 42 58.2171,+48 55 48.2196,40.403162,5.0769916,12.523632,6.4307991,11.873496,6.809335,11.873496,6.2082637,11.873496,17.16214,0.24633249,0.47478096,0,0,Hot,0,0.11328601,Perseus,Per,Perseus,13.448934,540.3076,1.7
BD+49 828 b,3,508.5248,-63.565601,127.1312,,,,2015,05-02-2015,2590,-180,300,4.2,-0.2,0.32,0.35,-0.1,0.24,,,,170,-30,32,2455470.5,-170,200,9.38,,,,,,,,Radial Velocity,,,,,BD+49 828,45.640529,49.730011,9.38,447.59,-7.79,7.79,-0.19,-0.06,0.06,1.52,-0.22,0.22,7.6,-1.3,1.3,K0,2.34,-0.8,1.2,4943,-30,30,,,2.85,",",,,,,0.18957048,4.45725,2.73,5.67,4.267058,1.869632,0.96097514,4.1452715,290.77041,252.24522,363.52406,Jovian,7.6,K,3.0427021,03 02 33.7275,+49 43 48.0396,30.894294,4.3652967,10.578441,5.5292983,10.029309,5.8519331,10.029309,5.3379432,10.029309,15.007312,0.55567772,0.47392397,0,0,Hot,0,0.35395377,Perseus,Per,Perseus,13.484857,508.5248,4.2
BD-06 1339 b,3,8.5813561,-1.271312,1.271312,,,,2013,14-05-2014,3.8728,-0.0004,0.0004,0.0428,-0.0007,0.0007,0,,,,,,0,,,2455220.5,-0.1,0.1,2.11,,,,,,,,Radial Velocity,,,,,BD-06 1339,88.251183,-5.994844,9.7,20.28,-0.02,0.02,-0.14,-0.17,0.17,0.7,,,,,,K7/M0 V,4.4,-4,4,4324,-100,100,,,4.74,", HIP 27803",,,,,0.000987146,0.0428,0.0428,0.0428,0.042800001,59.571932,59.571932,59.571932,707.79148,707.79148,707.79148,Superterran,0.59026756,K,5.8834125,05 53 00.2850,-05 59 41.4384,0.10912625,0.2656899,0.66189144,0.33653787,0.62752964,0.35643907,0.62752964,0.32488844,0.62752964,0.8919251,0.1481588,0.40659899,0,0,Hot,0,0.23577592,Orion,Ori,Hunter,2.8664188,8.5813561,0.0428
BD-06 1339 c,3,54.03076,-9.5348401,9.5348401,,,,2013,14-05-2014,125.94,-0.44,0.44,0.435,-0.007,0.007,0.31,-0.11,0.11,,,,41,-55,55,2455265.2,-17.6,17.6,21.4,,,,,,,,Radial Velocity,,,,,BD-06 1339,88.251183,-5.994844,9.7,20.28,-0.02,0.02,-0.14,-0.17,0.17,0.7,,,,,,K7/M0 V,4.4,-4,4,4324,-100,100,,,4.74,", HIP 27803",,,,,0.01278315,0.45590175,0.30015,0.56985,0.44039809,0.6065834,0.33605327,1.2113023,220.65029,193.97553,267.27482,Jovian,0.59026756,K,5.8834125,05 53 00.2850,-05 59 41.4384,0.10912625,0.2656899,0.66189144,0.33653787,0.62752964,0.35643907,0.62752964,0.32488844,0.62752964,0.8919251,0.1481588,0.40659899,1,1,Warm,0,0.41593589,Orion,Ori,Hunter,8.47229,54.03076,0.435
BD-08 2823 b,3,12.71312,-3.17828,3.17828,,,,2009,06-09-2018,5.6,-0.02,0.02,0.06,0,0,0.15,-0.15,0.15,,,,,,,,,,1.45,,,,,,,,Radial Velocity,,,,,BD-08 2823,150.19884,-9.51668,9.88,41.38,-0.07,0.07,-0.06,,,0.5,-0.26,0.26,0.71,-0.04,0.04,K3 V,,,,4816,-114,114,,,4.43,", HIP 49067",,,,,0.001500086,0.060675,0.051,0.069,0.060170015,68.263786,51.033232,93.413771,729.1933,680.93895,792.04095,Neptunian,0.71,K,10.013256,10 00 47.7228,-09 31 00.0480,0.24296922,0.38933568,0.94847055,0.49315261,0.89923444,0.52200491,0.89923444,0.4760879,0.89923444,1.3308815,0.30839557,0.366163,0,0,Hot,0,0.20503107,Sextans,Sex,Sextant,3.6130979,12.71312,0.06
BD-08 2823 c,3,104.88324,-9.5348401,9.5348401,,,,2009,14-05-2014,237.6,-1.5,1.5,0.68,-0.02,0.02,0.19,-0.09,0.09,,,,-233,-21,21,2454193,-13,13,16.4,,,,,,,,Radial Velocity,,,,,BD-08 2823,150.19884,-9.51668,9.88,41.38,-0.07,0.07,-0.06,,,0.5,-0.26,0.26,0.71,-0.04,0.04,K3 V,,,,4816,-114,114,,,4.43,", HIP 49067",,,,,0.032735916,0.692274,0.5508,0.8092,0.68310553,0.53520165,0.37105604,0.80087252,216.41573,198.84047,241.01039,Jovian,0.71,K,10.013256,10 00 47.7228,-09 31 00.0480,0.24296922,0.38933568,0.94847055,0.49315261,0.89923444,0.52200491,0.89923444,0.4760879,0.89923444,1.3308815,0.30839557,0.366163,1,1,Warm,0,0.36057653,Sextans,Sex,Sextant,12.521925,104.88324,0.68
BD-10 3166 b,3,187.51852,-22.24796,22.24796,,,,2000,06-09-2018,3.48777,-0.00011,0.00011,0.04,0,0,0.02,-0.02,0.02,,,,,,,,,,0.473,,,,,,,,Radial Velocity,,,,,BD-10 3166,164.62,-10.770376,10.08,84.61,-0.35,0.35,0.38,,,1.47,-0.24,0.24,0.91,-0.04,0.04,K0 V,,,,5393,-44,44,,,4.69,",",,,,,0.001973847,0.040008,0.0392,0.0408,0.040002001,392.33767,377.02729,408.43314,1133.7762,1122.6338,1145.3155,Jovian,0.91,K,10.974667,10 58 28.8028,-10 46 13.3536,0.62761471,0.60799368,1.4490096,0.77010714,1.3737923,0.81464517,1.3737923,0.74342837,1.3737923,2.1389978,1.1905126,0.52455404,0,0,Hot,0,0.06663348,Crater,Crt,Cup,14.089972,187.51852,0.04
BD-11 4672 b,3,168.44884,-15.8914,15.8914,,,,2014,08-01-2015,1667,-31,33,2.28,-0.07,0.07,0.05,-0.04,0.06,,,,231,-143,77,2455899,-46,38,83.5,,,,,,,,Radial Velocity,,,,,BD-11 4672,278.37015,-11.636039,9.99,27.3,,,-0.48,-0.05,0.05,0.57,-0.01,0.01,0.52,-0.02,0.02,K7 V,4.4,-4,4,4475,-100,100,,,4.1,", HIP 90979",,,,,0.14431386,2.28285,2.166,2.394,2.2807134,0.018712911,0.016951932,0.020708593,94.183848,91.928402,96.645705,Jovian,0.52,K,18.558011,18 33 28.8390,-11 38 09.7404,0.097155523,0.24947719,0.61707889,0.31600176,0.58504435,0.33462662,0.58504435,0.30506595,0.58504435,0.84158409,0.17932886,0.37968657,0,0,Cold,0,0.083110123,Scutum,Sct,Shield,14.156616,168.44884,2.28
BD-13 2130 b,3,3108.3579,-1449.2957,1449.2957,,,,2007,06-09-2018,714.29999,-5.3,5.3,1.66,-0.12,0.12,0.21,-0.07,0.07,,,,,,,,,,1.75,,,,,,,,Radial Velocity,,,,,BD-13 2130,114.28846,-13.906639,9.45,948.75,-42.93,42.93,-0.08,,,2.12,-1.47,1.47,19.17,-4.96,4.96,G5 IV/V,,,,4545,-71,71,,,2.2,",",,,,,0.14902259,1.696603,1.3114,2.0086,1.6692862,52.149004,34.824229,81.695487,678.88563,618.89259,765.93943,Jovian,19.17,G,7.6192309,07 37 09.2314,-13 54 23.9004,140.49744,9.4637005,23.332727,11.987247,22.121463,12.692682,22.121463,11.572437,22.121463,32.003537,0.31335175,0.59264745,0,0,Hot,0,0.091453244,Puppis,Pup,Stern,12.45239,3108.3579,1.66
BD-17 63 b,3,905.80981,-368.68048,368.68048,,,,2008,06-09-2018,655.59998,-0.6,0.6,1.34,-0.02,0.02,0.54,0,0,,,,,,,,,,38.9,,,,,,,,Radial Velocity,,,,,BD-17 63,7.142942,-16.226345,9.566,34.49,-0.09,0.09,0.01,,,0.31,-0.19,0.19,0.74,-0.04,0.04,K5 V,,,,4665,-120,120,,,4.19,", HIP 2247",,,,,0.088146747,1.535372,0.6164,2.0636,1.3942884,0.15374812,0.054564181,0.61155204,149.79878,123.13225,225.29589,Jovian,0.74,K,0.47619616,00 28 34.3062,-16 13 34.8420,0.23235856,0.38312306,0.93948303,0.48528432,0.89071271,0.5137683,0.89071271,0.46849244,0.89071271,1.3014968,0.20288108,0.31222788,0,0,Cold,0,0.20149258,Cetus,Cet,Whale,13.146629,905.80981,1.34
CI Tau b,3,3686.8048,-858.13561,921.70121,,,,2019,27-06-2019,8.9891,-0.0202,0.0202,,,,0.25,-0.16,0.16,50.5,-8.5,6.3,31,-56,56,,,,,,,,,,,,Radial Velocity,,,,,CI Tau,68.466728,22.841696,12.939,158,-1.2,1.2,,,,0.9,-0.02,0.02,,,,K7,0.003,-0.001,0.001,,,,,,,",",,,,,0.009803554,0.084223218,0.061253249,0.10208875,0.082322546,,,,,,,Jovian,,K,4.5644488,04 33 52.0156,+22 50 30.1056,,,,,,,,,,,,0.13116739,0,0,,0,,Taurus,Tau,Bull,12.359231,3686.8048,0.081670999
CoRoT-20 c,3,5403.076,-317.828,317.828,,,,2018,19-07-2018,1675,-17,19,2.9,-0.07,0.07,0.6,-0.03,0.03,,,,65,-5.7,5.5,2454136,-35,31,3.35,,,,,,,,Radial Velocity,,,,,CoRoT-20,97.720408,0.226919,14.66,864.31,-24.46,24.46,,,,1.14,-0.08,0.08,,,,G2 V,,,,,,,,,,",",,,,,0.19490454,3.422,1.16,4.64,3.0492242,,,,,,,Jovian,,G,6.5146942,06 30 52.8991,+00 13 36.9084,,,,,,,,,,,,0.48193235,0,0,,0,,Monoceros,Mon,Unicorn,12.153122,5403.076,2.9
CoRoT-7 c,3,8.4001941,-0.89945325,0.89945325,,,,2009,10-09-2015,3.698,-0.003,0.003,0.046,,,0,,,80,,,180,,,,,,0.286,,,,,,,,Radial Velocity,,,,,CoRoT-7,100.95613,-1.063033,11.668,160.64,-0.91,0.91,0.05,,,0.82,-0.17,0.17,0.83,-0.04,0.04,G9 V,,,,5275,-75,75,,,4.5,",",,,,,0.000999313,0.046,0.046,0.046,0.046000001,225.84944,225.84944,225.84944,987.64226,987.64226,987.64226,Superterran,0.83,G,6.7304087,06 43 49.4713,-01 03 46.9188,0.47789742,0.53396971,1.2777484,0.67634757,1.2114209,0.71555072,1.2114209,0.65292507,1.2114209,1.8665134,0.8001859,0.4318064,0,0,Hot,0,0.22191743,Monoceros,Mon,Unicorn,2.8306203,8.4001941,0.046
GJ 1148 b,3,96.69917,-1.0202279,1.4111563,,,,2010,19-10-2017,41.38,-0.001,0.002,0.166,-0.001,0.001,0.38,-0.012,0.01,,,,258.1,-1.8,2,,,,15.1,,,,,,,,Radial Velocity,,,,,GJ 1148,175.43597,42.751972,11.92,11.02,-0.01,0.01,,,,0.35,,,0.4,,,M4,,,,3264,,,,,,", HIP 57050",,,,,0.006705069,0.1779852,0.10292,0.22908,0.16914879,0.63834824,0.31005225,1.5360653,221.23955,190.10942,283.62684,Jovian,0.4,M,11.695732,11 41 44.6360,+42 45 07.0992,0.016270812,0.10460522,0.27459187,0.13249666,0.26033117,0.14050432,0.26033117,0.12788767,0.26033117,0.34440416,0.019032642,0.32511759,1,1,Warm,0,0.38216808,Ursa Major,UMa,Big Bear,11.936835,96.69917,0.166
GJ 1148 c,3,68.059689,-2.1898349,4.9104426,,,,2017,19-10-2017,532.58,-2.52,4.14,0.912,-0.002,0.005,0.342,-0.062,0.05,,,,210.4,-9.1,12,,,,82.8,,,,,,,,Radial Velocity,,,,,GJ 1148,175.43597,42.751972,11.92,11.02,-0.01,0.01,,,,0.35,,,0.4,,,M4,,,,3264,,,,,,", HIP 57050",,,,,0.034776022,0.96533558,0.600096,1.223904,0.92587581,0.020817585,0.010862118,0.045182241,94.562916,82.247658,117.45915,Jovian,0.4,M,11.695732,11 41 44.6360,+42 45 07.0992,0.016270812,0.10460522,0.27459187,0.13249666,0.26033117,0.14050432,0.26033117,0.12788767,0.26033117,0.34440416,0.019032642,0.32511759,0,0,Cold,0,0.11079477,Ursa Major,UMa,Big Bear,9.7061586,68.059689,0.912
GJ 1265 b,3,7.3990359,-0.49898996,0.49898996,,,,2018,06-12-2018,3.6511,-0.0012,0.0012,0.026,-0.001,0.001,0.04,-0.04,0.04,,,,282,-72,72,,,,2.54,,,,,,,,Radial Velocity,,,,,GJ 1265,333.42868,-17.685771,13.57,10.26,-0.01,0.01,-0.04,-0.16,0.16,0.18,-0.02,0.02,0.19,-0.01,0.01,M4.5 V,,,,3236,-51,51,,,5.09,",",,,,,0.00086165,0.0260208,0.02496,0.02704,0.026005203,5.2508658,4.8508353,5.6929942,385.5425,378.09335,393.53204,Superterran,0.19,M,22.22858,22 13 42.8864,-17 41 08.7756,0.003546745,0.048852579,0.12841156,0.061878341,0.12174251,0.065619911,0.12174251,0.059725462,0.12174251,0.16079729,0.014532575,0.26048054,0,0,Hot,0,0.42395713,Aquarius,Aqr,Water Carrier,2.6267538,7.3990359,0.026
GJ 163 b,3,10.599564,-0.60069493,0.60069493,,,,2013,26-01-2017,8.63182,-0.00155,0.00155,0.0607,-1.00E-05,1.00E-05,0.073,-0.05,0.05,,,,70.7,-54.6,54.6,2455042.6,-0.01,0.01,4.01,,,,,,,,Radial Velocity,,,,,GJ 163,62.315273,-53.373699,11.81,15.14,-0.01,0.01,0.1,-0.1,0.1,0.4,-0.02,0.02,0.382,,,M3.5 V,6,-4,4,3500,-100,100,,,,", HIP 19394",,,,,0.001678017,0.060861735,0.0562689,0.0651311,0.060740508,5.3391293,4.6249892,6.1965605,386.88117,373.61353,401.95977,Neptunian,0.382,M,4.1543517,04 09 15.6663,-53 22 25.3164,0.019619483,0.11456318,0.2972922,0.14511078,0.28185442,0.15384243,0.28185442,0.14007041,0.28185442,0.37818783,0.029847885,0.35530668,0,0,Hot,0,0.3882952,Dorado,Dor,Goldfish,3.2461593,10.599564,0.0607
GJ 163 c,3,6.8015193,-0.89945325,0.89945325,,,,2013,26-01-2017,25.63058,-0.0255,0.0255,0.1254,-0.0001,0.0001,0.099,-0.086,0.086,,,,227,-79.87,79.87,2455057.7,-4.8,4.8,8.29,,,,,,,,Radial Velocity,,,,,GJ 163,62.315273,-53.373699,11.81,15.14,-0.01,0.01,0.1,-0.1,0.1,0.4,-0.02,0.02,0.382,,,M3.5 V,6,-4,4,3500,-100,100,,,,", HIP 19394",,,,,0.002906182,0.12601452,0.1129854,0.1378146,0.12555414,1.2538086,1.0329923,1.5368904,269.09231,256.84386,283.66492,Superterran,0.382,M,4.1543517,04 09 15.6663,-53 22 25.3164,0.019619483,0.11456318,0.2972922,0.14511078,0.28185442,0.15384243,0.28185442,0.14007041,0.28185442,0.37818783,0.029847885,0.35530668,1,0,Warm,2,0.68670545,Dorado,Dor,Goldfish,2.4996552,6.8015193,0.1254
